"result_creator","result_id","task_id","num_annot","inside","resized","outer","inner"
"ladineznif",28159,2086,1,False,False,"",""
"iltetqelnoarur",28160,263,2,False,True,40.71537853607356,19.274168055651387
"wawaseguadtimuj",28161,263,4,True,True,"",""
"weexrisitenadoh",28162,263,1,False,False,"",""
"firtihqoit",28163,263,2,True,True,35.89956308198151,20.43089097570386
"tehsidetegenichurgew",28164,263,1,False,False,"",""
"essatetig",28165,263,2,True,True,53.07698008679765,14.16975436650618
"iltetqelnoarur",28166,263,2,True,True,49.43480875614017,19.823255284722993
"nosebichquo",28167,263,2,True,False,36.68137205298503,23.75829444277282
"ardoro",28168,263,2,True,True,51.545363417466746,21.311502606982987
"siarsarchaquda",28169,263,2,True,True,38.61629392448197,17.109854006251876
"ducira",28170,263,2,True,True,50.5221281601685,15.852208186670403
"lijies",28171,263,2,True,True,41.718767393576194,17.738356793717585
"lijies",28172,263,2,True,True,39.348411367618084,18.809586425084156
"immanlubtiud",28173,263,1,False,False,"",""
"ladineznif",28174,263,1,False,False,"",""
"hahagitve",28175,263,1,False,False,"",""
"essatetig",28176,263,2,True,True,46.99037548357436,16.710489517531922
"essatetig",28177,263,0,True,True,"",""
"siarsarchaquda",28178,263,2,True,True,34.77960521511912,19.377749239484466
"ladineznif",28179,263,2,False,False,23.75829444277282,10.429655775909247
"iltetqelnoarur",28180,764,2,True,True,14.713548329970049,3.017325865425783
"wawaseguadtimuj",28181,764,2,True,True,18.657584503806305,5.705325060476711
"weexrisitenadoh",28182,764,3,False,True,"",""
"firtihqoit",28183,764,2,True,True,10.104066650265606,2.994442491743828
"tehsidetegenichurgew",28184,764,2,True,True,15.311100690825196,2.949288123155221
"essatetig",28185,764,2,True,True,9.054912861807146,1.5798498406229404
"iltetqelnoarur",28186,764,2,True,True,13.311499912845397,3.643238269789529
"nosebichquo",28187,764,2,True,True,17.08654078918638,7.507196428601567
"ardoro",28188,764,2,True,True,9.37115379584735,3.287676919591917
"siarsarchaquda",28189,764,2,True,True,14.610081682232437,5.484551675175834
"ducira",28190,764,2,False,True,7.053635500296855,1.2906317042233098
"lijies",28191,764,2,True,True,9.632931647400765,2.2481657358459164
"lijies",28192,764,2,True,True,12.215801555761109,1.9537906368153461
"immanlubtiud",28193,764,2,True,True,24.957485967679844,6.15133846917454
"ladineznif",28194,764,3,False,True,"",""
"hahagitve",28195,764,2,False,False,23.758294442772826,23.75829444277282
"essatetig",28196,764,2,True,True,10.602975631149544,1.6060257765998254
"enezeserasit",28197,764,2,True,True,19.870573533964087,7.104793572619852
"siarsarchaquda",28198,764,2,True,True,14.274031639222363,5.895787839170598
"ladineznif",28199,764,3,False,True,"",""
"etenlyl",28200,343,2,True,True,8.830847191534792,2.929657128574709
"immanlubtiud",28201,343,2,False,False,23.75829444277282,23.75829444277282
"quaemboizniluganic",28202,343,1,False,False,"",""
"onheeg",28203,343,1,False,False,"",""
"quniocsulafryt",28204,343,1,False,False,"",""
"immanlubtiud",28205,343,1,False,False,"",""
"ladineznif",28206,343,1,False,False,"",""
"ladineznif",28207,343,0,True,True,"",""
"immanlubtiud",28208,343,1,False,False,"",""
"hahagitve",28209,343,17,False,False,"",""
"tihihdi",28210,343,1,False,False,"",""
"essatetig",28211,343,2,True,True,7.295377199928869,1.399750525035449
"gaquavoaqxetelsoer",28212,343,1,False,False,"",""
"wawaseguadtimuj",28213,343,1,False,False,"",""
"fireolalixfetnerat",28214,343,2,True,True,5.763232717997635,1.7945739344931848
"ladineznif",28215,343,3,False,True,"",""
"essatetig",28216,343,2,True,True,6.9464057975330284,0.8140894513835389
"gaquavoaqxetelsoer",28217,343,1,False,False,"",""
"furuqzibumehew",28218,343,1,False,False,"",""
"qelaebwaxvaces",28219,343,1,False,False,"",""
"etenlyl",28220,1305,2,True,True,16.330619111082896,4.683504418434984
"immanlubtiud",28221,1305,1,False,False,"",""
"quaemboizniluganic",28222,1305,1,False,False,"",""
"onheeg",28223,1305,1,False,False,"",""
"quniocsulafryt",28224,1305,1,False,False,"",""
"immanlubtiud",28225,1305,1,False,False,"",""
"ladineznif",28226,1305,2,False,False,23.75829444277282,23.75829444277282
"ladineznif",28227,1305,0,True,True,"",""
"immanlubtiud",28228,1305,1,False,False,"",""
"hahagitve",28229,1305,4,False,False,"",""
"tihihdi",28230,1305,2,True,True,14.323225961294272,1.9389786345608342
"essatetig",28231,1305,2,True,True,15.486321130509966,2.1161247645810777
"gaquavoaqxetelsoer",28232,1305,1,False,False,"",""
"wawaseguadtimuj",28233,1305,1,False,False,"",""
"fireolalixfetnerat",28234,1305,1,False,False,"",""
"ladineznif",28235,1305,2,False,False,23.75829444277282,23.75829444277282
"essatetig",28236,1305,2,True,True,13.691233663842668,2.502072836276838
"gaquavoaqxetelsoer",28237,1305,1,False,False,"",""
"furuqzibumehew",28238,1305,1,False,False,"",""
"qelaebwaxvaces",28239,1305,2,True,True,11.874711802093268,5.6606783240760015
"etenlyl",28240,1366,2,True,True,19.364256119012815,3.9327787555340836
"immanlubtiud",28241,1366,2,True,False,23.75829444277283,7.685220590536528
"quaemboizniluganic",28242,1366,1,False,True,"",""
"onheeg",28243,1366,2,False,False,23.75829444277282,23.7582944427728
"quniocsulafryt",28244,1366,2,True,True,10.661229074884073,5.614007415512596
"immanlubtiud",28245,1366,2,True,True,20.793284063247143,6.475740822231103
"ladineznif",28246,1366,1,False,False,"",""
"enezeserasit",28247,1366,2,True,True,12.966504585568366,7.19910822984522
"immanlubtiud",28248,1366,2,True,True,16.97860458667677,6.9081669149863885
"hahagitve",28249,1366,1,False,False,"",""
"tihihdi",28250,1366,2,True,True,17.581958067112254,4.973914690514809
"essatetig",28251,1366,2,True,True,15.043319310089652,2.8448911302418813
"gaquavoaqxetelsoer",28252,1366,1,False,False,"",""
"wawaseguadtimuj",28253,1366,2,True,True,13.986330056540385,4.924709275515312
"fireolalixfetnerat",28254,1366,2,True,True,16.259846717794193,5.404680127217612
"ladineznif",28255,1366,1,False,False,"",""
"essatetig",28256,1366,2,True,True,16.337601151227698,4.143003716355802
"gaquavoaqxetelsoer",28257,1366,2,True,True,13.553709993047162,7.681404357627741
"furuqzibumehew",28258,1366,2,True,True,14.529188048132252,7.305995449584273
"qelaebwaxvaces",28259,1366,2,True,True,20.1113612601266,5.843560342952309
"etenlyl",28260,1998,1,False,False,"",""
"immanlubtiud",28261,1998,2,True,True,35.04565660828963,13.331213977152496
"quaemboizniluganic",28262,1998,1,False,True,"",""
"onheeg",28263,1998,2,False,False,23.75829444277282,23.75829444277282
"quniocsulafryt",28264,1998,2,True,True,30.612812247116093,13.70541362761011
"immanlubtiud",28265,1998,2,True,True,34.12420703152729,12.62868665343031
"ladineznif",28266,1998,3,False,False,"",""
"enezeserasit",28267,1998,2,False,True,30.477150528951213,13.104780959900427
"immanlubtiud",28268,1998,2,True,True,37.137234549157,14.728761579949632
"hahagitve",28269,1998,1,False,False,"",""
"tihihdi",28270,1998,2,True,True,46.707084126808994,12.245377633132154
"essatetig",28271,1998,2,True,True,32.23852466490522,7.779056125672338
"gaquavoaqxetelsoer",28272,1998,2,True,True,27.675139727242833,15.939359929279089
"wawaseguadtimuj",28273,1998,4,True,True,"",""
"fireolalixfetnerat",28274,1998,2,True,True,39.137535228161,12.927115958298888
"ladineznif",28275,1998,3,False,False,"",""
"essatetig",28276,1998,2,True,True,39.877703515927365,9.088479122577118
"gaquavoaqxetelsoer",28277,1998,2,True,True,25.875316818403668,15.642737879933259
"furuqzibumehew",28278,1998,2,True,True,26.55322955577213,17.074076859720787
"qelaebwaxvaces",28279,1998,2,True,True,32.156699643778246,16.318272138625222
"etenlyl",28280,2182,1,False,False,"",""
"immanlubtiud",28281,2182,2,True,False,23.7582944427728,4.852354308408176
"quaemboizniluganic",28282,2182,1,False,False,"",""
"onheeg",28283,2182,1,False,False,"",""
"quniocsulafryt",28284,2182,2,False,True,9.83903824258223,4.913561594675825
"immanlubtiud",28285,2182,1,False,False,"",""
"ladineznif",28286,2182,1,False,False,"",""
"enezeserasit",28287,2182,2,True,True,13.95713386093799,4.8626621413958935
"immanlubtiud",28288,2182,2,True,True,16.519933668521407,4.878011691409356
"hahagitve",28289,2182,10,True,False,"",""
"tihihdi",28290,2182,3,False,True,"",""
"essatetig",28291,2182,2,True,True,16.49145486943641,2.605836833534347
"gaquavoaqxetelsoer",28292,2182,1,False,False,"",""
"wawaseguadtimuj",28293,2182,1,False,False,"",""
"fireolalixfetnerat",28294,2182,2,True,True,9.876476604497716,3.745453872596229
"ladineznif",28295,2182,1,False,False,"",""
"essatetig",28296,2182,2,True,True,11.149920570389558,2.4235001966987233
"gaquavoaqxetelsoer",28297,2182,1,False,False,"",""
"furuqzibumehew",28298,2182,2,True,True,8.568367116548542,3.7199065465721657
"qelaebwaxvaces",28299,2182,2,True,True,8.931762784963576,3.2916945689406205
"etenlyl",28300,653,1,False,False,"",""
"immanlubtiud",28301,653,1,False,False,"",""
"quaemboizniluganic",28302,653,1,False,False,"",""
"onheeg",28303,653,2,False,False,23.758294442772844,23.75829444277283
"quniocsulafryt",28304,653,2,True,True,3.167310966156277,1.235685696690452
"immanlubtiud",28305,653,2,True,False,23.75829444277282,7.3522699878610815
"ladineznif",28306,653,4,False,True,"",""
"enezeserasit",28307,653,2,True,True,14.38781172232134,6.673802818953515
"immanlubtiud",28308,653,2,True,True,20.57337607508105,5.594517493691376
"hahagitve",28309,653,3,False,False,"",""
"tihihdi",28310,653,2,True,True,41.85794774084645,12.128758652096403
"essatetig",28311,653,2,True,True,17.043111619233834,3.990305329082782
"gaquavoaqxetelsoer",28312,653,1,False,False,"",""
"wawaseguadtimuj",28313,653,2,True,True,14.493751660826605,5.478176810135971
"fireolalixfetnerat",28314,653,2,True,True,4.70871914086253,1.1591208557440444
"ladineznif",28315,653,5,False,False,"",""
"essatetig",28316,653,2,True,True,15.647247220756224,4.344004083380892
"gaquavoaqxetelsoer",28317,653,1,False,False,"",""
"furuqzibumehew",28318,653,2,True,False,5.387496437084083,2.0598721761849133
"qelaebwaxvaces",28319,653,1,False,False,"",""
"etenlyl",28320,218,2,True,False,6.7835554239937945,0.8930802887427562
"immanlubtiud",28321,218,1,False,False,"",""
"quaemboizniluganic",28322,218,1,False,True,"",""
"onheeg",28323,218,1,False,False,"",""
"quniocsulafryt",28324,218,2,False,True,2.5510309176343804,1.4904273588005579
"immanlubtiud",28325,218,1,False,False,"",""
"ladineznif",28326,218,1,False,False,"",""
"enezeserasit",28327,218,2,True,True,4.687719652998971,1.7629978351648183
"immanlubtiud",28328,218,2,True,True,8.212471525475292,1.870706646626377
"hahagitve",28329,218,6,False,False,"",""
"tihihdi",28330,218,2,True,True,5.782202848088721,1.0518285975846915
"essatetig",28331,218,2,True,True,5.64145253897934,1.0837680496165167
"gaquavoaqxetelsoer",28332,218,7,False,False,"",""
"wawaseguadtimuj",28333,218,2,True,True,3.129937325547461,0.9500758511617841
"fireolalixfetnerat",28334,218,2,True,True,4.2061218934002715,1.028534755631592
"ladineznif",28335,218,1,False,False,"",""
"essatetig",28336,218,2,True,True,6.4463704282563326,0.48467580616273315
"gaquavoaqxetelsoer",28337,218,1,False,True,"",""
"furuqzibumehew",28338,218,1,False,False,"",""
"qelaebwaxvaces",28339,218,2,True,True,4.056029979064481,1.9713335671559022
"etenlyl",28340,1137,2,True,True,19.884930575707834,2.414679169470377
"immanlubtiud",28341,1137,2,True,True,16.030840039946597,3.619545972734691
"quaemboizniluganic",28342,1137,1,False,False,"",""
"onheeg",28343,1137,3,False,False,"",""
"quniocsulafryt",28344,1137,2,True,True,6.78980899324241,3.381569067063141
"immanlubtiud",28345,1137,2,True,True,16.847744303604756,4.570013547855789
"ladineznif",28346,1137,4,False,True,"",""
"enezeserasit",28347,1137,2,True,True,12.614066138863965,4.827818701082458
"immanlubtiud",28348,1137,2,True,True,18.15521017611974,4.851229646298775
"hahagitve",28349,1137,2,False,False,23.75829444277282,23.75829444277282
"tihihdi",28350,1137,2,True,True,14.655807478633362,4.132181919800629
"essatetig",28351,1137,2,True,True,12.31508195991408,2.0426943459673375
"gaquavoaqxetelsoer",28352,1137,2,True,True,16.975878219746214,8.215219171265046
"wawaseguadtimuj",28353,1137,4,True,True,"",""
"fireolalixfetnerat",28354,1137,2,True,True,17.137580795607192,3.4693347812524626
"ladineznif",28355,1137,6,False,False,"",""
"essatetig",28356,1137,2,True,True,15.251374506669832,2.2160340403848973
"gaquavoaqxetelsoer",28357,1137,2,True,False,14.891664144240208,7.716093633914999
"furuqzibumehew",28358,1137,2,True,True,13.195321075881537,7.609564510479971
"qelaebwaxvaces",28359,1137,2,True,True,11.201215981030092,4.6048187233221896
"etenlyl",28360,262,2,True,True,21.17795984651588,2.7020635765677685
"immanlubtiud",28361,262,2,True,True,10.527455291437064,1.8958198087632059
"quaemboizniluganic",28362,262,1,False,False,"",""
"onheeg",28363,262,3,False,False,"",""
"quniocsulafryt",28364,262,2,False,True,5.5508606280535755,2.248165735849138
"immanlubtiud",28365,262,2,True,True,16.64478618527253,2.6522441492564357
"ladineznif",28366,262,4,False,True,"",""
"enezeserasit",28367,262,2,True,True,7.2220151196137135,3.3086002611056546
"immanlubtiud",28368,262,2,True,True,9.491175845282621,2.5868532501402597
"hahagitve",28369,262,6,False,False,"",""
"tihihdi",28370,262,2,True,True,15.990735380991552,1.8783100667190507
"essatetig",28371,262,2,True,True,7.200739570928477,1.2267421362199833
"gaquavoaqxetelsoer",28372,262,2,False,False,23.758294442772822,23.75829444277282
"wawaseguadtimuj",28373,262,4,True,True,"",""
"fireolalixfetnerat",28374,262,2,True,True,7.294316648210748,1.8752361473212582
"ladineznif",28375,262,3,False,False,"",""
"essatetig",28376,262,2,True,True,6.718050769994472,1.2083527748835992
"gaquavoaqxetelsoer",28377,262,1,False,False,"",""
"furuqzibumehew",28378,262,2,True,True,8.184511980186382,4.433873110434467
"qelaebwaxvaces",28379,262,2,True,True,8.569652146732972,2.6899507241834746
"etenlyl",28380,1960,2,True,True,17.633898972240242,6.460622386990763
"immanlubtiud",28381,1960,1,False,False,"",""
"quaemboizniluganic",28382,1960,1,False,True,"",""
"onheeg",28383,1960,1,False,False,"",""
"quniocsulafryt",28384,1960,1,False,False,"",""
"immanlubtiud",28385,1960,1,False,False,"",""
"ladineznif",28386,1960,3,False,False,"",""
"enezeserasit",28387,1960,2,True,True,3.986163859022234,1.5782226866819011
"immanlubtiud",28388,1960,2,True,True,18.15521017611853,4.45543475888545
"hahagitve",28389,1960,1,False,False,"",""
"tihihdi",28390,1960,2,True,True,16.3466750764936,4.368808677722141
"essatetig",28391,1960,2,True,True,6.163892076112209,0.7439813093185117
"gaquavoaqxetelsoer",28392,1960,1,False,False,"",""
"wawaseguadtimuj",28393,1960,1,False,False,"",""
"fireolalixfetnerat",28394,1960,2,True,True,14.683880499996379,5.343828956252342
"ladineznif",28395,1960,1,False,False,"",""
"essatetig",28396,1960,2,True,True,14.205689378659462,3.347422499263394
"gaquavoaqxetelsoer",28397,1960,1,False,False,"",""
"furuqzibumehew",28398,1960,1,False,False,"",""
"qelaebwaxvaces",28399,1960,2,True,True,14.496552584799662,7.512474995469279
"furuqzibumehew",28400,1083,1,False,False,"",""
"tihihdi",28401,1083,1,False,False,"",""
"essatetig",28402,1083,2,True,True,5.834357365264493,0.8403571280823747
"ladineznif",28403,1083,1,False,False,"",""
"wawaseguadtimuj",28404,1083,1,False,False,"",""
"simolor",28405,1083,1,False,True,"",""
"arserrulitlo",28406,1083,2,True,True,12.534399485411996,3.262573867736051
"qelaebwaxvaces",28407,1083,2,True,True,9.642262472048873,4.241346028039384
"pabegatuol",28408,1083,2,True,True,18.57144942477389,4.184278124064454
"ladineznif",28409,1083,1,False,False,"",""
"daciwyspelehpe",28410,1083,2,True,True,13.37924715962771,4.313886956012796
"gaquavoaqxetelsoer",28411,1083,1,False,False,"",""
"quaemboizniluganic",28412,1083,1,False,False,"",""
"wawaseguadtimuj",28413,1083,1,False,False,"",""
"qelaebwaxvaces",28414,1083,1,False,False,"",""
"essatetig",28415,1083,2,True,True,5.917462871799206,0.4705350948019026
"inisagerazta",28416,1083,1,False,False,"",""
"wawaseguadtimuj",28417,1083,1,False,False,"",""
"gaquavoaqxetelsoer",28418,1083,1,False,False,"",""
"furuqzibumehew",28419,1083,1,False,False,"",""
"furuqzibumehew",28420,1415,2,True,True,7.603329985557322,4.460745714868587
"tihihdi",28421,1415,2,True,True,16.919673068731154,3.3602652246177596
"essatetig",28422,1415,2,True,True,6.83461631568626,0.8132774818674605
"ladineznif",28423,1415,1,False,False,"",""
"wawaseguadtimuj",28424,1415,1,False,False,"",""
"simolor",28425,1415,1,False,True,"",""
"arserrulitlo",28426,1415,1,False,False,"",""
"qelaebwaxvaces",28427,1415,2,True,True,12.579607423574071,4.715480886485581
"pabegatuol",28428,1415,2,True,True,18.708584214084635,4.02784258295848
"ladineznif",28429,1415,1,False,False,"",""
"daciwyspelehpe",28430,1415,2,True,True,10.382369231249184,2.6080895565299067
"gaquavoaqxetelsoer",28431,1415,1,False,False,"",""
"quaemboizniluganic",28432,1415,1,False,False,"",""
"wawaseguadtimuj",28433,1415,1,False,False,"",""
"qelaebwaxvaces",28434,1415,2,True,True,10.860226514190307,4.907103185452907
"essatetig",28435,1415,2,True,True,13.327413951960137,2.1386920634412303
"inisagerazta",28436,1415,1,False,False,"",""
"wawaseguadtimuj",28437,1415,2,True,True,9.021351906157369,4.9141442277750675
"gaquavoaqxetelsoer",28438,1415,1,False,False,"",""
"furuqzibumehew",28439,1415,2,True,True,6.920391524862124,3.465770931593872
"furuqzibumehew",28440,982,1,False,False,"",""
"tihihdi",28441,982,1,False,False,"",""
"essatetig",28442,982,2,True,True,9.209637446679796,1.2413757606986027
"ladineznif",28443,982,4,False,False,"",""
"wawaseguadtimuj",28444,982,1,False,False,"",""
"simolor",28445,982,2,False,True,4.341486424749923,2.1088862447677577
"arserrulitlo",28446,982,1,False,False,"",""
"qelaebwaxvaces",28447,982,2,True,True,11.298873166162412,4.7935300963519
"pabegatuol",28448,982,2,True,True,14.843216346290106,5.898576246322104
"ladineznif",28449,982,1,False,False,"",""
"daciwyspelehpe",28450,982,2,True,True,12.444470157180632,3.7075719233323485
"gaquavoaqxetelsoer",28451,982,1,False,False,"",""
"quaemboizniluganic",28452,982,1,False,False,"",""
"wawaseguadtimuj",28453,982,1,False,False,"",""
"qelaebwaxvaces",28454,982,2,True,True,10.2205849017113,6.438895738987563
"essatetig",28455,982,2,True,True,8.58218393819876,1.3605498227451829
"inisagerazta",28456,982,1,False,False,"",""
"wawaseguadtimuj",28457,982,1,False,False,"",""
"gaquavoaqxetelsoer",28458,982,1,False,False,"",""
"furuqzibumehew",28459,982,1,False,False,"",""
"furuqzibumehew",28460,1491,1,False,False,"",""
"tihihdi",28461,1491,1,False,False,"",""
"essatetig",28462,1491,2,True,True,8.593347831695604,0.7058026422060655
"ladineznif",28463,1491,1,False,False,"",""
"wawaseguadtimuj",28464,1491,1,False,False,"",""
"simolor",28465,1491,1,False,False,"",""
"arserrulitlo",28466,1491,1,False,False,"",""
"qelaebwaxvaces",28467,1491,1,False,False,"",""
"pabegatuol",28468,1491,1,False,False,"",""
"ladineznif",28469,1491,1,False,True,"",""
"daciwyspelehpe",28470,1491,1,False,False,"",""
"gaquavoaqxetelsoer",28471,1491,1,False,False,"",""
"quaemboizniluganic",28472,1491,1,False,False,"",""
"wawaseguadtimuj",28473,1491,1,False,False,"",""
"qelaebwaxvaces",28474,1491,1,False,False,"",""
"essatetig",28475,1491,2,True,True,6.399969215316026,0.8995927660517841
"inisagerazta",28476,1491,1,False,False,"",""
"wawaseguadtimuj",28477,1491,1,False,False,"",""
"gaquavoaqxetelsoer",28478,1491,1,False,False,"",""
"furuqzibumehew",28479,1491,1,False,False,"",""
"furuqzibumehew",28480,440,2,True,True,4.374266279680619,2.383704648935964
"tihihdi",28481,440,2,True,True,5.399406759899196,0.7320095215266893
"essatetig",28482,440,2,True,True,6.930493308949986,0.4731798822497036
"ladineznif",28483,440,5,False,False,"",""
"wawaseguadtimuj",28484,440,2,True,True,12.15566172995303,4.027842582957413
"simolor",28485,440,1,False,False,"",""
"arserrulitlo",28486,440,1,False,False,"",""
"qelaebwaxvaces",28487,440,2,True,True,7.724404242570217,3.298823314825209
"pabegatuol",28488,440,2,True,True,7.697042462555416,1.7991855320917614
"ladineznif",28489,440,5,False,False,"",""
"daciwyspelehpe",28490,440,2,True,True,6.406618535789766,1.5850918215250958
"gaquavoaqxetelsoer",28491,440,1,False,False,"",""
"quaemboizniluganic",28492,440,1,False,False,"",""
"wawaseguadtimuj",28493,440,2,True,True,12.461211974467162,4.808865811230614
"qelaebwaxvaces",28494,440,2,True,True,11.7777218167574,5.10122725040225
"essatetig",28495,440,2,True,True,8.146771726884207,0.947057641430841
"inisagerazta",28496,440,1,False,False,"",""
"wawaseguadtimuj",28497,440,2,True,True,9.596856341985761,3.90758127361582
"gaquavoaqxetelsoer",28498,440,2,True,True,11.298411864752381,6.229604428891914
"furuqzibumehew",28499,440,2,True,True,4.925424729650369,1.9845462074928832
"furuqzibumehew",28500,2330,2,True,True,13.607278652792854,5.961709435178551
"tihihdi",28501,2330,2,True,True,29.403910338830862,6.022573741822696
"essatetig",28502,2330,2,True,True,17.46852508280393,1.732885465808657
"ladineznif",28503,2330,1,False,False,"",""
"wawaseguadtimuj",28504,2330,4,True,True,"",""
"simolor",28505,2330,2,False,True,25.131563146596175,20.790126126182212
"arserrulitlo",28506,2330,2,True,True,25.011121637474595,4.502286718139669
"qelaebwaxvaces",28507,2330,2,True,True,10.471745792391015,4.44430800485196
"pabegatuol",28508,2330,2,True,True,44.53643788199178,5.619381576999827
"ladineznif",28509,2330,1,False,True,"",""
"daciwyspelehpe",28510,2330,2,True,False,23.75829444277281,3.7141792043875532
"gaquavoaqxetelsoer",28511,2330,2,True,True,17.835465311939934,6.109619223010889
"quaemboizniluganic",28512,2330,1,False,True,"",""
"wawaseguadtimuj",28513,2330,2,True,True,11.927567801715071,4.184243035633587
"qelaebwaxvaces",28514,2330,2,True,True,11.980815602381309,4.728819178161273
"essatetig",28515,2330,2,True,True,11.803871043660541,2.027001199203098
"inisagerazta",28516,2330,1,False,False,"",""
"wawaseguadtimuj",28517,2330,2,True,True,16.173545231696767,3.7497826364311813
"gaquavoaqxetelsoer",28518,2330,2,True,True,15.24186452108824,7.208534318223646
"furuqzibumehew",28519,2330,2,True,True,8.511892459389479,4.711228965247703
"furuqzibumehew",28520,1244,1,False,False,"",""
"tihihdi",28521,1244,1,False,False,"",""
"essatetig",28522,1244,2,True,True,6.3112276493346275,0.8524130244889254
"ladineznif",28523,1244,1,False,False,"",""
"wawaseguadtimuj",28524,1244,1,False,False,"",""
"simolor",28525,1244,1,False,False,"",""
"arserrulitlo",28526,1244,1,False,False,"",""
"qelaebwaxvaces",28527,1244,1,False,False,"",""
"pabegatuol",28528,1244,1,False,False,"",""
"ladineznif",28529,1244,1,False,False,"",""
"daciwyspelehpe",28530,1244,1,False,False,"",""
"gaquavoaqxetelsoer",28531,1244,1,False,False,"",""
"quaemboizniluganic",28532,1244,1,False,False,"",""
"wawaseguadtimuj",28533,1244,1,False,False,"",""
"qelaebwaxvaces",28534,1244,1,False,False,"",""
"essatetig",28535,1244,2,True,True,7.603329985546688,1.0891734100890238
"inisagerazta",28536,1244,1,False,False,"",""
"wawaseguadtimuj",28537,1244,1,False,False,"",""
"gaquavoaqxetelsoer",28538,1244,1,False,False,"",""
"furuqzibumehew",28539,1244,1,False,False,"",""
"furuqzibumehew",28540,2362,1,False,False,"",""
"tihihdi",28541,2362,2,True,True,25.403313871885018,7.082971162000564
"essatetig",28542,2362,2,True,True,21.591375598456345,3.263654427727381
"ladineznif",28543,2362,1,False,True,"",""
"wawaseguadtimuj",28544,2362,2,True,True,16.838042269594172,6.567536018182739
"simolor",28545,2362,2,False,False,23.75829444277283,6.748919451079515
"arserrulitlo",28546,2362,2,False,True,27.176842572316307,7.270137092364834
"qelaebwaxvaces",28547,2362,1,False,False,"",""
"pabegatuol",28548,2362,1,False,False,"",""
"ladineznif",28549,2362,2,True,False,23.75829444277282,7.460296025572105
"daciwyspelehpe",28550,2362,2,True,True,23.07058110100487,8.848868824984708
"gaquavoaqxetelsoer",28551,2362,1,False,False,"",""
"quaemboizniluganic",28552,2362,1,False,True,"",""
"wawaseguadtimuj",28553,2362,2,True,True,16.552548051540782,4.516856078068791
"qelaebwaxvaces",28554,2362,1,False,False,"",""
"essatetig",28555,2362,2,True,True,20.558482877612736,3.0425231785777003
"inisagerazta",28556,2362,1,False,False,"",""
"wawaseguadtimuj",28557,2362,2,True,True,12.426672030785731,4.14257844029713
"gaquavoaqxetelsoer",28558,2362,1,False,False,"",""
"furuqzibumehew",28559,2362,1,False,False,"",""
"furuqzibumehew",28560,1436,2,True,True,20.395634882125847,13.62733281190217
"tihihdi",28561,1436,2,True,True,31.99495803504295,12.351673778262624
"essatetig",28562,1436,2,True,True,27.071269842207997,8.189273308469918
"ladineznif",28563,1436,1,False,False,"",""
"wawaseguadtimuj",28564,1436,4,True,True,"",""
"simolor",28565,1436,2,False,True,45.378613319619774,19.530041790211346
"arserrulitlo",28566,1436,2,True,True,33.78507606178424,13.360754756625846
"qelaebwaxvaces",28567,1436,2,True,True,26.848527223129683,13.978864461059562
"pabegatuol",28568,1436,2,True,True,36.677624140167524,13.863936247930368
"ladineznif",28569,1436,1,False,True,"",""
"daciwyspelehpe",28570,1436,2,False,False,23.75829444277282,12.259639553580572
"gaquavoaqxetelsoer",28571,1436,2,True,True,24.978611265749016,15.109145339816584
"quaemboizniluganic",28572,1436,1,False,True,"",""
"wawaseguadtimuj",28573,1436,4,True,True,"",""
"qelaebwaxvaces",28574,1436,2,True,True,26.654827904001124,15.883119011674832
"essatetig",28575,1436,2,True,True,29.381172195944828,10.179605468943787
"inisagerazta",28576,1436,1,False,False,"",""
"wawaseguadtimuj",28577,1436,4,True,True,"",""
"gaquavoaqxetelsoer",28578,1436,2,True,True,27.360335621849458,15.198934069231745
"furuqzibumehew",28579,1436,2,True,True,22.322938545901078,13.561193112634134
"furuqzibumehew",28580,1210,1,False,False,"",""
"tihihdi",28581,1210,2,True,True,13.265127347534994,2.2276640698750487
"essatetig",28582,1210,2,True,True,9.620936836026921,1.5556885415897832
"ladineznif",28583,1210,1,False,False,"",""
"wawaseguadtimuj",28584,1210,1,False,False,"",""
"simolor",28585,1210,1,False,True,"",""
"arserrulitlo",28586,1210,1,False,False,"",""
"qelaebwaxvaces",28587,1210,1,False,False,"",""
"pabegatuol",28588,1210,2,False,True,13.72261780585648,3.7935752139335692
"ladineznif",28589,1210,1,False,False,"",""
"daciwyspelehpe",28590,1210,2,True,True,12.423511158901222,4.410616411901801
"gaquavoaqxetelsoer",28591,1210,1,False,False,"",""
"quaemboizniluganic",28592,1210,1,False,True,"",""
"wawaseguadtimuj",28593,1210,2,True,True,9.053656165732653,2.8992061383850407
"qelaebwaxvaces",28594,1210,2,False,True,9.136972212510758,4.399784618202684
"essatetig",28595,1210,2,True,True,8.440180726352565,1.3648594623644752
"inisagerazta",28596,1210,1,False,False,"",""
"wawaseguadtimuj",28597,1210,1,False,False,"",""
"gaquavoaqxetelsoer",28598,1210,1,False,False,"",""
"furuqzibumehew",28599,1210,2,True,True,8.372029267809479,3.7093732771431833
"wawaseguadtimuj",28600,173,1,False,False,"",""
"tihihdi",28601,173,2,True,True,10.350126727337786,2.214774873527705
"selcholemusowitirqua",28602,173,2,True,True,11.657435547681201,3.50186655245235
"furuqzibumehew",28603,173,2,True,True,10.235477783954932,4.907103185455277
"wawaseguadtimuj",28604,173,2,True,True,10.33226627101588,3.144725324000317
